Unnamed: 0,PClass,Sibling,Survived,encodeGender_male,Embarked_Q,Embarked_S
993,3,0,0,1,1,0
994,3,0,0,1,0,1
995,3,1,1,0,0,0
996,3,0,0,1,0,1
997,3,0,0,1,1,0
998,3,0,0,1,1,0
999,3,0,0,1,0,1
1000,2,0,0,1,0,1
1001,2,0,0,1,0,0
1002,3,0,1,0,1,0
1003,1,0,1,0,0,0
1004,3,0,1,0,1,0
1005,1,1,1,0,0,1
1006,3,1,0,1,0,0
1007,3,0,0,1,0,0
1008,3,1,1,0,0,1
1009,1,0,0,1,0,0
1010,2,1,1,0,0,1
1011,2,0,1,0,0,1
1012,3,1,0,1,1,0
1013,1,1,1,0,0,0
1014,3,0,0,1,0,1
1015,3,0,0,1,1,0
1016,3,0,1,0,0,1
1017,3,0,0,1,0,1
1018,3,2,1,0,1,0
1019,2,0,0,1,0,1
1020,3,0,0,1,0,1
1021,3,0,0,1,0,1
1022,1,0,0,1,0,0
1023,3,0,1,0,0,1
1024,3,1,0,1,0,0
1025,3,0,0,1,0,1
1026,3,0,0,1,0,1
1027,3,0,0,1,0,0
1028,2,0,0,1,0,1
1029,3,0,1,0,0,1
1030,3,1,0,1,0,1
1031,3,5,1,0,0,1
1032,1,0,1,0,0,1
1033,1,1,0,1,0,0
1034,2,0,0,1,0,1
1035,1,0,0,1,0,1
1036,3,3,0,1,0,1
1037,1,0,0,1,0,1
1038,3,0,0,1,0,1
1039,1,0,0,1,0,1
1040,2,1,0,1,0,1
1041,1,0,1,0,0,0
1042,3,0,0,1,0,0
1043,3,0,0,1,0,1
1044,3,0,1,0,0,1
1045,3,4,0,1,0,1
1046,3,0,0,1,0,1
1047,1,0,1,0,0,1
1048,3,0,1,0,0,1
1049,1,0,0,1,0,1
1050,3,0,1,0,0,1
1051,3,0,1,0,1,0
1052,3,1,0,1,0,0
1053,2,0,1,0,0,1
1054,3,0,0,1,0,1
1055,2,0,0,1,0,1
1056,3,1,1,0,0,1
1057,1,0,0,1,0,0
1058,3,2,0,1,0,1
1059,1,0,1,0,0,0
1060,3,0,1,0,0,1
1061,3,0,0,1,0,1
1062,3,0,0,1,0,0
1063,3,1,0,1,0,1
1064,3,0,0,1,0,0
1065,3,1,0,1,0,1
1066,2,0,1,0,0,1
1067,2,0,1,0,0,1
1068,1,1,0,1,0,0
1069,2,0,1,0,0,1
1070,1,0,1,0,0,0
1071,2,0,0,1,0,1
1072,1,1,0,1,0,0
1073,1,1,1,0,0,1
1074,3,0,0,1,1,0
1075,1,1,1,0,0,0
1076,2,0,0,1,0,1
1077,2,0,1,0,0,1
1078,3,2,0,1,0,1
1079,3,8,1,0,0,1
1080,2,0,0,1,0,1
1081,2,1,0,1,0,1
1082,1,0,0,1,0,1
1083,3,1,0,1,0,1
1084,2,0,0,1,1,0
1085,2,0,0,1,0,1
1086,3,0,0,1,0,1
1087,1,0,0,1,0,0
1088,3,0,1,0,0,1
1089,2,0,0,1,0,1
1090,3,0,1,0,0,1
1091,3,0,1,0,1,0
1092,3,0,0,1,0,1
1093,1,1,0,1,0,0
1094,2,1,1,0,0,1
1095,2,0,0,1,0,1
1096,1,0,0,1,0,0
1097,3,0,1,0,1,0
1098,2,0,0,1,0,1
1099,1,0,1,0,0,0
1100,3,0,0,1,0,1
1101,3,0,0,1,0,1
1102,3,0,0,1,0,1
1103,2,0,0,1,0,1
1104,2,1,1,0,0,1
1105,3,4,1,0,0,1
1106,1,0,0,1,0,1
1107,3,0,1,0,1,0
1108,1,1,0,1,0,1
1109,1,1,1,0,0,0
1110,3,0,0,1,0,1
1111,2,1,1,0,0,0
1112,3,0,0,1,0,1
1113,2,0,1,0,0,1
1114,3,0,0,1,0,1
1115,1,0,1,0,0,0
1116,3,0,1,0,0,0
1117,3,0,0,1,0,1
1118,3,0,1,0,1,0
1119,3,0,0,1,0,1
1120,2,0,0,1,0,1
1121,2,0,0,1,0,1
1122,1,0,1,0,0,1
1123,3,1,0,1,0,1
1124,3,0,0,1,1,0
1125,1,1,0,1,0,0
1126,3,0,0,1,0,1
1127,1,1,0,1,0,0
1128,3,0,0,1,0,0
1129,2,1,1,0,0,1
1130,1,1,1,0,0,0
1131,1,0,1,0,0,0
1132,2,0,1,0,0,1
1133,1,1,0,1,0,0
1134,3,0,0,1,0,1
1135,3,1,0,1,0,1
1136,1,1,0,1,0,1
1137,2,0,1,0,0,1
1138,2,1,0,1,0,1
1139,2,1,1,0,0,1
1140,3,1,1,0,0,0
1141,2,1,1,0,0,1
1142,3,0,0,1,0,1
1143,1,1,0,1,0,0
1144,3,0,0,1,0,1
1145,3,0,0,1,0,1
1146,3,0,0,1,0,1
1147,3,0,0,1,1,0
1148,3,0,0,1,0,1
1149,2,0,1,0,0,1
1150,3,0,0,1,0,1
1151,3,1,0,1,0,1
1152,3,0,0,1,0,1
1153,2,0,1,0,0,1
1154,3,1,1,0,0,1
1155,2,0,0,1,0,0
1156,3,0,0,1,0,1
1157,1,0,0,1,0,1
1158,3,0,0,1,0,1
1159,3,0,1,0,0,1
1160,3,0,0,1,0,1
1161,1,0,0,1,0,0
1162,3,0,0,1,1,0
1163,1,1,1,0,0,0
1164,3,1,1,0,1,0
1165,3,0,0,1,0,0
1166,2,1,1,0,0,1
1167,2,0,0,1,0,1
1168,2,1,0,1,0,1
1169,2,1,0,1,0,1
1170,2,0,0,1,0,1
1171,3,0,1,0,0,1
1172,3,1,0,1,0,1
1173,3,0,1,0,1,0
1174,3,1,1,0,0,0
1175,3,1,1,0,0,1
1176,3,0,0,1,0,1
1177,3,0,0,1,0,1
1178,1,1,0,1,0,1
1179,3,0,0,1,0,0
1180,3,0,0,1,0,1
1181,1,0,0,1,0,1
1182,3,0,1,0,1,0
1183,3,0,0,1,0,0
1184,1,1,0,1,0,1
1185,3,0,0,1,0,1
1186,3,0,0,1,0,1
1187,2,1,1,0,0,0
1188,3,2,0,1,0,0
1189,1,0,0,1,0,1
1190,3,0,0,1,0,1
1191,3,0,0,1,0,1
1192,2,0,0,1,0,0
1193,2,0,0,1,0,1
1194,3,0,0,1,0,1
1195,3,0,1,0,1,0
1196,1,1,1,0,0,1
1197,1,1,0,1,0,1
1198,3,0,0,1,0,1
1199,1,1,0,1,0,1
1200,3,1,1,0,0,1
1201,3,0,0,1,0,1
1202,3,0,0,1,0,0
1203,3,0,0,1,0,1
1204,3,0,1,0,1,0
1205,1,0,1,0,0,0
1206,3,0,1,0,1,0
1207,1,1,0,1,0,0
1208,2,0,0,1,0,1
1209,3,0,0,1,0,1
1210,2,2,0,1,0,1
1211,3,0,0,1,0,1
1212,3,0,0,1,0,0
1213,2,0,0,1,0,1
1214,1,0,0,1,0,1
1215,1,0,1,0,0,1
1216,3,0,0,1,0,1
1217,2,2,1,0,0,1
1218,1,0,0,1,0,0
1219,2,1,0,1,0,1
1220,2,0,0,1,0,1
1221,2,0,1,0,0,1
1222,1,0,0,1,0,0
1223,3,0,0,1,0,0
1224,3,1,1,0,0,0
1225,3,0,0,1,0,1
1226,1,0,0,1,0,1
1227,2,0,0,1,0,1
1228,3,0,0,1,0,0
1229,2,0,0,1,0,1
1230,3,0,0,1,0,0
1231,2,0,0,1,0,1
1232,3,0,0,1,0,1
1233,3,1,0,1,0,1
1234,1,0,1,0,0,0
1235,3,1,0,1,0,1
1236,3,0,1,0,0,1
1237,2,0,0,1,0,1
1238,3,0,1,0,0,0
1239,2,0,0,1,0,1
1240,2,0,1,0,0,1
1241,1,0,1,0,0,0
1242,2,0,0,1,0,1
1243,2,0,0,1,0,1
1244,2,1,0,1,0,1
1245,3,1,1,0,0,1
1246,1,0,0,1,0,1
1247,1,2,1,0,0,1
1248,3,0,0,1,0,1
1249,3,0,0,1,1,0
1250,3,1,1,0,0,1
1251,3,8,0,1,0,1
1252,2,1,1,0,0,0
1253,2,0,1,0,0,1
1254,3,0,0,1,0,1
1255,1,1,1,0,0,0
1256,3,1,1,0,0,1
1257,3,1,0,1,0,0
1258,3,0,1,0,0,1
1259,1,0,1,0,0,0
1260,2,0,0,1,0,0
1261,2,1,0,1,0,1
1262,1,0,1,0,0,0
1263,1,0,0,1,0,1
1264,2,0,0,1,0,1
1265,1,1,1,0,0,1
1266,1,0,1,0,0,0
1267,3,2,1,0,0,1
1268,2,0,0,1,0,1
1269,1,0,0,1,0,1
1270,3,4,0,1,0,1
1271,3,0,0,1,1,0
1272,3,0,0,1,1,0
1273,3,0,1,0,0,1
1274,3,1,1,0,0,1
1275,2,0,0,1,0,1
1276,2,1,1,0,0,1
1277,3,0,0,1,0,1
1278,2,0,0,1,0,1
1279,3,0,0,1,1,0
1280,3,3,0,1,0,1
1281,1,0,0,1,0,1
1282,1,0,1,0,0,1
1283,3,0,0,1,0,1
1284,2,0,0,1,0,1
1285,3,3,0,1,0,1
1286,1,1,1,0,0,1
1287,3,0,0,1,1,0
1288,1,1,1,0,0,0
1289,3,0,0,1,0,1
1290,3,0,0,1,1,0
1291,1,0,1,0,0,1
1292,2,1,0,1,0,1
1293,1,0,1,0,0,0
1294,1,0,0,1,0,1
1295,1,1,0,1,0,0
1296,2,0,0,1,0,0
1297,2,1,0,1,0,1
1298,1,1,0,1,0,0
1299,3,0,1,0,1,0
1300,3,1,1,0,0,1
1301,3,0,1,0,1,0
1302,1,1,1,0,1,0
1303,3,0,1,0,0,1
1304,3,0,0,1,0,1
1305,1,0,1,0,0,0
1306,3,0,0,1,0,1
1307,3,0,0,1,0,1
1308,3,1,0,1,0,0
